main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela,Baños_imp,Recámaras_imp,num_comercios_imp,is_consultorio_imp,is_recreativo_imp,is_retail_imp,is_escuela_imp,precio_m2,precio_m2_final
exclusivo desarrollo en preventa colonia roma con espacios amplios y luminosos entrega mediados 2022,"Coahuila 28, Roma Norte, Cuauhtémoc, Distrito Federal",610,depto,venta,3.0,19.412471,-99.156222,1.0,,1.0,41.0,41.0,0.0,2740000.0,metros_cubicos,POINT (-99.156222 19.412471),12692,0901500011110,9,15,1,1110,Urbana,879,269.0,7.0,70.0,79.0,1.0,1.0,1.0,269.0,7.0,70.0,79.0,1.0,66829.26829268293,66829.26829268293
"departamento en venta estilo ecléctico, roma norte, cdmx","Córdoba 223, Roma Norte, Cuauhtémoc, Distrito Federal",691,depto,venta,2.0,19.4128016,-99.1572693,2.0,,2.0,96.5,96.5,0.0,5150000.0,metros_cubicos,POINT (-99.1572693 19.4128016),12692,0901500011110,9,15,1,1110,Urbana,880,213.0,6.0,51.0,53.0,3.0,2.0,2.0,213.0,6.0,51.0,53.0,3.0,53367.87564766839,53367.87564766839
"preventa departamentos en la roma a un par de cuadras de mercado roma, plaza insurgentes, cine tonalá y más","Coahuila 28, Roma Norte, Cuauhtémoc, Distrito Federal",702,depto,venta,3.0,19.412471,-99.156222,2.0,,2.0,51.0,51.0,0.0,3400000.0,metros_cubicos,POINT (-99.156222 19.412471),12692,0901500011110,9,15,1,1110,Urbana,881,269.0,7.0,70.0,79.0,1.0,2.0,2.0,269.0,7.0,70.0,79.0,1.0,66666.66666666667,66666.66666666667
departamento en venta en roma norte calle cordoba 21-2983,"Roma Norte, Cuauhtémoc, Distrito Federal",765,depto,venta,3.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,34.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,9,15,1,1110,Urbana,882,319.0,36.0,67.0,65.0,19.0,2.0,3.0,319.0,36.0,67.0,65.0,19.0,52267.441860465115,52267.441860465115
venta departamento roma norte,"Venta Departamento, Roma Norte, Cuauhtémoc, Distrito Federal",775,depto,venta,3.0,19.4164506,-99.1581666,2.0,,2.0,103.0,103.0,50.0,4300000.0,metros_cubicos,POINT (-99.1581666 19.4164506),12692,0901500011110,9,15,1,1110,Urbana,883,448.0,161.0,70.0,60.0,12.0,2.0,2.0,448.0,161.0,70.0,60.0,12.0,41747.57281553398,41747.57281553398
"estrena precioso departamento en querétaro, roma norte","Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",782,depto,venta,46.0,19.4153499,-99.1582168,2.0,1.0,2.0,77.0,77.0,0.0,5400000.0,metros_cubicos,POINT (-99.15821680000001 19.4153499),12692,0901500011110,9,15,1,1110,Urbana,884,324.0,112.0,64.0,50.0,13.0,2.0,2.0,324.0,112.0,64.0,50.0,13.0,70129.87012987013,70129.87012987013
"departamento en córdoba, roma norte cuauhtémoc","Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",800,depto,venta,55.0,19.4128016,-99.1572693,1.0,,1.0,50.0,50.0,0.0,3147772.0,metros_cubicos,POINT (-99.1572693 19.4128016),12692,0901500011110,9,15,1,1110,Urbana,887,213.0,6.0,51.0,53.0,3.0,1.0,1.0,213.0,6.0,51.0,53.0,3.0,62955.44,62955.44
departamento en venta en roma norte,"Roma Norte, Cuauhtémoc, Distrito Federal",825,depto,venta,4.0,19.4184344,-99.1558187,1.0,,1.0,60.0,60.0,0.0,3395000.0,metros_cubicos,POINT (-99.1558187 19.4184344),12692,0901500011110,9,15,1,1110,Urbana,888,465.0,141.0,53.0,76.0,6.0,1.0,1.0,465.0,141.0,53.0,76.0,6.0,56583.333333333336,56583.333333333336
roma norte,"Roma Norte, Roma Norte, Cuauhtémoc, Distrito Federal",836,depto,venta,15.0,19.4173639,-99.1594532,2.0,2.0,3.0,105.0,105.0,7.0,4650000.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,889,332.0,41.0,76.0,65.0,22.0,2.0,3.0,332.0,41.0,76.0,65.0,22.0,44285.71428571428,44285.71428571428
deparatmento en roma norte en calle cordoba 21-4976,"Roma Norte, Cuauhtémoc, Distrito Federal",844,depto,venta,4.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,9,15,1,1110,Urbana,890,319.0,36.0,67.0,65.0,19.0,2.0,3.0,319.0,36.0,67.0,65.0,19.0,52267.441860465115,52267.441860465115
departamento en venta en roma norte calle frontera 22-679,"Roma Norte, Cuauhtémoc, Distrito Federal",865,depto,venta,4.0,19.4143573,-99.1546714,1.0,,1.0,60.0,60.0,41.0,3595000.0,metros_cubicos,POINT (-99.1546714 19.4143573),12692,0901500011110,9,15,1,1110,Urbana,891,324.0,23.0,68.0,87.0,4.0,1.0,1.0,324.0,23.0,68.0,87.0,4.0,59916.666666666664,59916.666666666664
increíble departamento en san luis de potosi venta mls #22-947,"Roma Norte, Cuauhtémoc, Distrito Federal",874,depto,venta,3.0,19.4173639,-99.1594532,2.0,2.0,2.0,158.0,158.0,0.0,10855180.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,892,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,68703.67088607595,68703.67088607595
"11201 querétaro, roma norte","Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",908,depto,venta,,19.416001,-99.15497,2.0,,3.0,177.0,177.0,0.0,6500000.0,metros_cubicos,POINT (-99.15497000000001 19.416001),12692,0901500011110,9,15,1,1110,Urbana,894,490.0,141.0,54.0,97.0,5.0,2.0,3.0,490.0,141.0,54.0,97.0,5.0,36723.16384180791,36723.16384180791
departamento en venta - roma norte,"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",923,depto,venta,35.0,19.4124914,-99.1572585,1.0,1.0,2.0,76.0,76.0,0.0,4450000.0,metros_cubicos,POINT (-99.1572585 19.4124914),12692,0901500011110,9,15,1,1110,Urbana,895,215.0,6.0,49.0,57.0,3.0,1.0,2.0,215.0,6.0,49.0,57.0,3.0,58552.63157894737,58552.63157894737
departamento en venta col. roma,"Coahuila 16, Roma Norte, Cuauhtémoc, Distrito Federal",927,depto,venta,25.0,19.4125569,-99.155507,2.0,1.0,3.0,98.0,98.0,0.0,4200000.0,metros_cubicos,POINT (-99.155507 19.4125569),12692,0901500011110,9,15,1,1110,Urbana,896,268.0,9.0,67.0,73.0,1.0,2.0,3.0,268.0,9.0,67.0,73.0,1.0,42857.142857142855,42857.142857142855
departamento en venta en calle cordoba 21-4976,"Roma Norte, Cuauhtémoc, Distrito Federal",955,depto,venta,4.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,9,15,1,1110,Urbana,897,319.0,36.0,67.0,65.0,19.0,2.0,3.0,319.0,36.0,67.0,65.0,19.0,52267.441860465115,52267.441860465115
departamento en venta en roma norte calle cordoba ,"Roma Norte, Cuauhtémoc, Distrito Federal",969,depto,venta,4.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,9,15,1,1110,Urbana,899,319.0,36.0,67.0,65.0,19.0,2.0,3.0,319.0,36.0,67.0,65.0,19.0,52267.441860465115,52267.441860465115
increíble departamento en san luis de potosi venta mls #22-932,"Roma Norte, Cuauhtémoc, Distrito Federal",977,depto,venta,3.0,19.4173639,-99.1594532,2.0,2.0,2.0,146.0,146.0,0.0,9343315.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,900,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,63995.308219178085,63995.308219178085
"departamentos en pre-venta, calle queretaro","Roma Norte, Cuauhtémoc, Distrito Federal",981,depto,venta,8.0,19.4162958,-99.1574946,1.0,1.0,1.0,57.0,57.0,0.0,4377600.0,metros_cubicos,POINT (-99.15749460000001 19.4162958),12692,0901500011110,9,15,1,1110,Urbana,901,504.0,169.0,69.0,71.0,15.0,1.0,1.0,504.0,169.0,69.0,71.0,15.0,76800.0,76800.0
"12056 av. cuauhtémoc, roma norte","Av  Cuauhtémoc, Roma Norte, Cuauhtémoc, Distrito Federal",1051,depto,venta,,19.417133,-99.15454,2.0,1.0,2.0,117.0,117.0,0.0,5200000.0,metros_cubicos,POINT (-99.15454 19.417133),12692,0901500011110,9,15,1,1110,Urbana,905,445.0,114.0,40.0,87.0,7.0,2.0,2.0,445.0,114.0,40.0,87.0,7.0,44444.444444444445,44444.444444444445
departamento en venta en la roma,"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",1067,depto,venta,4.0,19.4181605,-99.1584569,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1584569 19.4181605),12692,0901500011110,9,15,1,1110,Urbana,906,319.0,36.0,67.0,65.0,19.0,2.0,3.0,319.0,36.0,67.0,65.0,19.0,52267.441860465115,52267.441860465115
departamento en venta roma norte,"Cordoba, Roma Norte, Cuauhtémoc, Distrito Federal",1069,depto,venta,5.0,19.4147648,-99.1578207,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.1578207 19.4147648),12692,0901500011110,9,15,1,1110,Urbana,907,309.0,107.0,62.0,50.0,13.0,2.0,3.0,309.0,107.0,62.0,50.0,13.0,52267.441860465115,52267.441860465115
"departamento en venta en san luis potosí 78, roma norte. six1","San Luis Potosí 78, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1071,depto,venta,32.0,19.414309,-99.1580519,3.0,2.0,3.0,114.0,114.0,5.0,6500000.0,metros_cubicos,POINT (-99.1580519 19.414309),12692,0901500011110,9,15,1,1110,Urbana,908,273.0,45.0,67.0,59.0,11.0,3.0,3.0,273.0,45.0,67.0,59.0,11.0,57017.54385964912,57017.54385964912
departamento cercano al ángel de la independencia ,"San Luis Potosí 78, Roma Nte., 06700 Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",1076,depto,venta,32.0,19.414309,-99.1580519,3.0,2.0,2.0,114.0,114.0,5.0,6500000.0,metros_cubicos,POINT (-99.1580519 19.414309),12692,0901500011110,9,15,1,1110,Urbana,909,273.0,45.0,67.0,59.0,11.0,3.0,2.0,273.0,45.0,67.0,59.0,11.0,57017.54385964912,57017.54385964912
bellísimo departamento en san luis de potosi venta mls 22-933,"Roma Norte, Cuauhtémoc, Distrito Federal",1079,depto,venta,3.0,19.4173639,-99.1594532,1.0,1.0,1.0,76.0,76.0,0.0,5006951.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,910,332.0,41.0,76.0,65.0,22.0,1.0,1.0,332.0,41.0,76.0,65.0,22.0,65880.93421052632,65880.93421052632
departamento en renta roma norte,"Querétaros/n, Roma Norte, Cuauhtémoc, Distrito Federal",1114,depto,renta,14.0,19.415306,-99.158211,2.0,,2.0,74.0,74.0,32.0,18900.0,metros_cubicos,POINT (-99.15821099999999 19.415306),12692,0901500011110,9,15,1,1110,Urbana,912,329.0,112.0,65.0,50.0,13.0,2.0,2.0,329.0,112.0,65.0,50.0,13.0,43783.78378378378,43783.78378378378
"11402 frontera, roma norte","Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",1129,depto,venta,,19.417042,-99.15546,1.0,1.0,1.0,33.0,33.0,0.0,3950000.0,metros_cubicos,POINT (-99.15546000000001 19.417042),12692,0901500011110,9,15,1,1110,Urbana,913,484.0,146.0,53.0,91.0,7.0,1.0,1.0,484.0,146.0,53.0,91.0,7.0,119696.9696969697,119696.9696969697
bello departamento en arts roma venta mls #21-2986,"Roma Norte, Cuauhtémoc, Distrito Federal",1155,depto,venta,3.0,19.4173639,-99.1594532,2.0,2.0,2.0,173.0,173.0,0.0,9151840.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,914,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,52900.80924855491,52900.80924855491
"departamento 2 rec, terraza y cuarto de servicio en la roma","San Luis Potosi  78, Roma Norte, Cuauhtémoc, Distrito Federal",1157,depto,venta,1.0,19.414309,-99.1580519,3.0,2.0,2.0,128.0,128.0,3.0,6500000.0,metros_cubicos,POINT (-99.1580519 19.414309),12692,0901500011110,9,15,1,1110,Urbana,915,273.0,45.0,67.0,59.0,11.0,3.0,2.0,273.0,45.0,67.0,59.0,11.0,50781.25,50781.25
"5049 córdoba, roma norte","Córdoba, Roma Norte, Cuauhtémoc, Distrito Federal",1181,depto,venta,,19.414765,-99.157821,2.0,1.0,3.0,86.0,86.0,0.0,4495000.0,metros_cubicos,POINT (-99.157821 19.414765),12692,0901500011110,9,15,1,1110,Urbana,916,309.0,107.0,62.0,50.0,13.0,2.0,3.0,309.0,107.0,62.0,50.0,13.0,52267.441860465115,52267.441860465115
estrena depto  boutique   col. roma.,"Frontera, Roma Norte, Cuauhtémoc, Distrito Federal",1182,depto,venta,18.0,19.4148864,-99.1549892,2.0,1.0,2.0,129.0,129.0,0.0,8200000.0,metros_cubicos,POINT (-99.1549892 19.4148864),12692,0901500011110,9,15,1,1110,Urbana,917,522.0,143.0,70.0,91.0,5.0,2.0,2.0,522.0,143.0,70.0,91.0,5.0,63565.891472868214,63565.891472868214
bello departamento en arts roma venta mls #21-2984,"Roma Norte, Cuauhtémoc, Distrito Federal",1186,depto,venta,3.0,19.4173639,-99.1594532,2.0,1.0,2.0,78.0,78.0,0.0,5109840.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,918,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,65510.769230769234,65510.769230769234
lindo departamento en arts roma venta mls #21-2984,"Roma Norte, Cuauhtémoc, Distrito Federal",1199,depto,venta,3.0,19.4173639,-99.1594532,2.0,1.0,2.0,78.0,78.0,0.0,5109480.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,919,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,65506.153846153844,65506.153846153844
venta divino departamento colonia roma,"Orizaba 000, Roma Norte, Cuauhtémoc, Distrito Federal",1210,depto,venta,2.0,19.4181947,-99.1596791,2.0,2.0,2.0,193.0,160.0,2.0,10900000.0,metros_cubicos,POINT (-99.15967910000001 19.4181947),12692,0901500011110,9,15,1,1110,Urbana,920,327.0,35.0,74.0,70.0,18.0,2.0,2.0,327.0,35.0,74.0,70.0,18.0,56476.68393782384,56476.68393782384
departamento con jardin de venta en la roma cuauhtémoc,"Roma Norte, Cuauhtémoc, Distrito Federal",1211,depto,venta,31.0,19.4148032,-99.1578299,1.0,,1.0,70.0,70.0,0.0,4320000.0,metros_cubicos,POINT (-99.1578299 19.4148032),12692,0901500011110,9,15,1,1110,Urbana,921,318.0,110.0,62.0,50.0,13.0,1.0,1.0,318.0,110.0,62.0,50.0,13.0,61714.28571428572,61714.28571428572
lindo departamento en san luis potosi venta mls #22-946,"Roma Norte, Cuauhtémoc, Distrito Federal",1218,depto,venta,3.0,19.4173639,-99.1594532,1.0,1.0,1.0,60.0,60.0,0.0,5090055.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,922,332.0,41.0,76.0,65.0,22.0,1.0,1.0,332.0,41.0,76.0,65.0,22.0,84834.25,84834.25
exclusivo departamento en arts roma venta mls #21-2981,"Roma Norte, Cuauhtémoc, Distrito Federal",1219,depto,venta,3.0,19.4173639,-99.1594532,1.0,1.0,2.0,78.0,78.0,0.0,4483800.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,923,332.0,41.0,76.0,65.0,22.0,1.0,2.0,332.0,41.0,76.0,65.0,22.0,57484.61538461538,57484.61538461538
departamento en venta en roma norte 22944ru,"Roma Norte, Cuauhtémoc, Distrito Federal",1220,depto,venta,4.0,19.4145621,-99.1566187,1.0,1.0,1.0,110.0,110.0,0.0,7962400.0,metros_cubicos,POINT (-99.1566187 19.4145621),12692,0901500011110,9,15,1,1110,Urbana,924,441.0,133.0,59.0,72.0,7.0,1.0,1.0,441.0,133.0,59.0,72.0,7.0,72385.45454545454,72385.45454545454
"departamento en venta en, roma nte.  six","San Luis Potosí 78, Roma Norte, Ciudad De México, Cdmx, 78, Roma Norte, Cuauhtémoc, Distrito Federal",1240,depto,venta,36.0,19.414309,-99.1580519,3.0,2.0,2.0,114.0,114.0,4.0,6500000.0,metros_cubicos,POINT (-99.1580519 19.414309),12692,0901500011110,9,15,1,1110,Urbana,925,273.0,45.0,67.0,59.0,11.0,3.0,2.0,273.0,45.0,67.0,59.0,11.0,57017.54385964912,57017.54385964912
departamento en venta roma norte,"Zacatecas73, Roma Norte, Cuauhtémoc, Distrito Federal",1245,depto,venta,1.0,19.4164169,-99.1577302,2.0,,2.0,139.0,139.0,1.0,8170000.0,metros_cubicos,POINT (-99.1577302 19.4164169),12692,0901500011110,9,15,1,1110,Urbana,926,465.0,164.0,68.0,62.0,12.0,2.0,2.0,465.0,164.0,68.0,62.0,12.0,58776.97841726619,58776.97841726619
bonito departamento en venta. san luis de potosi. mls 22-937,"Roma Norte, Cuauhtémoc, Distrito Federal",1263,depto,venta,26.0,19.4173639,-99.1594532,2.0,1.0,2.0,111.0,111.0,1.0,7781625.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,927,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,70104.72972972973,70104.72972972973
lindo departamento en venta. san luis de potosi . mls 22-947,"Roma Norte, Cuauhtémoc, Distrito Federal",1276,depto,venta,28.0,19.4173639,-99.1594532,2.0,2.0,2.0,158.0,158.0,1.0,10855180.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,928,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,68703.67088607595,68703.67088607595
hermoso departamento en venta. san luis de potosi. mls 22-945,"Roma Norte, Cuauhtémoc, Distrito Federal",1293,depto,venta,29.0,19.4173639,-99.1594532,2.0,2.0,2.0,163.0,163.0,1.0,9935982.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,929,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,60956.94478527607,60956.94478527607
hermoso departamento en venta. san luis de potosi. mls 22-938,"Roma Norte, Cuauhtémoc, Distrito Federal",1301,depto,venta,26.0,19.4173639,-99.1594532,2.0,1.0,2.0,110.0,110.0,1.0,7728211.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,930,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,70256.46363636364,70256.46363636364
lindo apartamento en venta. arts roma. mls #21-2985,"Roma Norte, Cuauhtémoc, Distrito Federal",1319,depto,venta,34.0,19.4173639,-99.1594532,2.0,1.0,2.0,78.0,78.0,1.0,5289380.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,931,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,67812.56410256411,67812.56410256411
hermoso departamento en san luis de potosi venta mls 22-940,"Roma Norte, Cuauhtémoc, Distrito Federal",1322,depto,venta,3.0,19.4173639,-99.1594532,1.0,1.0,1.0,60.0,60.0,0.0,4296668.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,932,332.0,41.0,76.0,65.0,22.0,1.0,1.0,332.0,41.0,76.0,65.0,22.0,71611.13333333333,71611.13333333333
departamentos nuevos en la mejor zona de la roma,"Coahuila 28, Roma Norte, Cuauhtémoc, Distrito Federal",1360,depto,venta,3.0,19.412393,-99.156231,2.0,,2.0,62.0,62.0,0.0,3820000.0,metros_cubicos,POINT (-99.15623100000001 19.412393),12692,0901500011110,9,15,1,1110,Urbana,933,261.0,7.0,67.0,78.0,1.0,2.0,2.0,261.0,7.0,67.0,78.0,1.0,61612.903225806454,61612.903225806454
excelente departamento en venta. san luis de potosi. mls 22-936,"Roma Norte, Cuauhtémoc, Distrito Federal",1362,depto,venta,26.0,19.4173639,-99.1594532,2.0,2.0,,171.0,171.0,1.0,11248826.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,934,332.0,41.0,76.0,65.0,22.0,2.0,2.2,332.0,41.0,76.0,65.0,22.0,65782.60818713451,65782.60818713451
cómodo departamento en venta. san luis de potosi . mls 22-935,"Roma Norte, Cuauhtémoc, Distrito Federal",1376,depto,venta,26.0,19.4173639,-99.1594532,2.0,1.0,2.0,111.0,111.0,1.0,7463773.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,935,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,67241.1981981982,67241.1981981982
lindo departamento en venta. san luis de potosi . mls 22-933,"Roma Norte, Cuauhtémoc, Distrito Federal",1379,depto,venta,26.0,19.4173639,-99.1594532,1.0,1.0,1.0,76.0,76.0,1.0,5006951.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,936,332.0,41.0,76.0,65.0,22.0,1.0,1.0,332.0,41.0,76.0,65.0,22.0,65880.93421052632,65880.93421052632
increible departamento en venta. san luis de potosi. mls 22-932,"Roma Norte, Cuauhtémoc, Distrito Federal",1392,depto,venta,26.0,19.4173639,-99.1594532,2.0,2.0,2.0,146.0,146.0,1.0,9343315.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,937,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,63995.308219178085,63995.308219178085
lindo departamento en venta. san luis de potosi . mls 22-939,"Roma Norte, Cuauhtémoc, Distrito Federal",1393,depto,venta,26.0,19.4173639,-99.1594532,2.0,2.0,2.0,111.0,111.0,1.0,7904170.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,938,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,71208.73873873874,71208.73873873874
increible departamento en venta. san luis de potosi. mls 22-941,"Roma Norte, Cuauhtémoc, Distrito Federal",1397,depto,venta,29.0,19.4173639,-99.1594532,2.0,1.0,2.0,112.0,112.0,1.0,7920037.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,939,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,70714.61607142857,70714.61607142857
bonito departamento en venta. arts roma. mls 21-2981,"Roma Norte, Cuauhtémoc, Distrito Federal",1411,depto,venta,34.0,19.4173639,-99.1594532,1.0,1.0,2.0,78.0,78.0,1.0,4483800.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,940,332.0,41.0,76.0,65.0,22.0,1.0,2.0,332.0,41.0,76.0,65.0,22.0,57484.61538461538,57484.61538461538
hermoso departamento en venta. arts roma. mls 21-2983,"Roma Norte, Cuauhtémoc, Distrito Federal",1412,depto,venta,34.0,19.4173639,-99.1594532,2.0,1.0,2.0,78.0,78.0,1.0,4826900.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,941,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,61883.333333333336,61883.333333333336
bonito departamento en venta. arts roma. mls 21-2986,"Roma Norte, Cuauhtémoc, Distrito Federal",1413,depto,venta,34.0,19.4173639,-99.1594532,2.0,2.0,2.0,173.0,173.0,1.0,9151840.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,942,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,52900.80924855491,52900.80924855491
querétaro 37  / roma norte,"Queretaro, Roma Norte, Cuauhtémoc, Distrito Federal",1480,depto,venta,28.0,19.4157572,-99.1561936,1.0,,1.0,45.0,45.0,0.0,3225000.0,metros_cubicos,POINT (-99.15619359999999 19.4157572),12692,0901500011110,9,15,1,1110,Urbana,944,468.0,146.0,58.0,83.0,7.0,1.0,1.0,468.0,146.0,58.0,83.0,7.0,71666.66666666667,71666.66666666667
san luis potosí roma norte,"San Luis Potosí, Roma Norte, Cuauhtémoc, Distrito Federal",1485,depto,venta,,19.414793,-99.156543,2.0,1.0,2.0,96.0,96.0,0.0,6853000.0,metros_cubicos,POINT (-99.156543 19.414793),12692,0901500011110,9,15,1,1110,Urbana,945,459.0,146.0,54.0,73.0,7.0,2.0,2.0,459.0,146.0,54.0,73.0,7.0,71385.41666666667,71385.41666666667
bonito departamento en venta. andador adolfo ruiz. mls 22-942,"Roma Norte, Cuauhtémoc, Distrito Federal",1489,depto,venta,28.0,19.4173639,-99.1594532,2.0,2.0,2.0,111.0,111.0,1.0,8026715.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,946,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,72312.74774774775,72312.74774774775
bonito departamento en venta. san luis de potosi. mls 22-946,"Roma Norte, Cuauhtémoc, Distrito Federal",1490,depto,venta,28.0,19.4173639,-99.1594532,1.0,1.0,1.0,60.0,60.0,1.0,5090055.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,947,332.0,41.0,76.0,65.0,22.0,1.0,1.0,332.0,41.0,76.0,65.0,22.0,84834.25,84834.25
bonito departamento en venta. san luis de potosi. mls 22-943,"Roma Norte, Cuauhtémoc, Distrito Federal",1491,depto,venta,28.0,19.4173639,-99.1594532,1.0,1.0,1.0,60.0,60.0,1.0,4492244.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,948,332.0,41.0,76.0,65.0,22.0,1.0,1.0,332.0,41.0,76.0,65.0,22.0,74870.73333333334,74870.73333333334
increible departamento en venta. san luis de potosi. mls 22-939,"Roma Norte, Cuauhtémoc, Distrito Federal",1506,depto,venta,28.0,19.4173639,-99.1594532,2.0,2.0,2.0,111.0,111.0,1.0,7904170.0,metros_cubicos,POINT (-99.1594532 19.4173639),12692,0901500011110,9,15,1,1110,Urbana,950,332.0,41.0,76.0,65.0,22.0,2.0,2.0,332.0,41.0,76.0,65.0,22.0,71208.73873873874,71208.73873873874
