main_name,location,id,property_type,price_type,days_on_site,lat,lon,Baños,Estacionamientos,Recámaras,m2_totales,m2_construidos,years,price_final,source,geometry,index_right,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,Ambito,new_id,num_comercios,is_consultorio,is_recreativo,is_retail,is_escuela
"Departamento En Venta , Roma Norte, Cordoba (502)","Cordoba, Cuauhtémoc, Distrito Federal",2008,depto,venta,17.0,19.417364,-99.159454,2.0,1.0,2.0,0.0,70.0,0.0,5436000.0,metros_cubicos,POINT (-99.159454 19.417364),12692,0901500011110,09,015,0001,1110,Urbana,1006,332.0,41.0,76.0,65.0,22.0
"Departamento En Venta, Roma Norte ,cordoba (101)","Cordoba, Cuauhtémoc, Distrito Federal",2009,depto,venta,17.0,19.417364,-99.159454,1.0,1.0,2.0,0.0,63.0,0.0,4774000.0,metros_cubicos,POINT (-99.159454 19.417364),12692,0901500011110,09,015,0001,1110,Urbana,1007,332.0,41.0,76.0,65.0,22.0
"venta de departamento en roma norte, cuauhtémoc con 1 recámara, id: 56554",,6,depto,venta,,19.41239,-99.15623,1.0,,1.0,43.0,,,3429250.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1008,261.0,7.0,67.0,78.0,1.0
querétaro 37  / roma norte,,8,casa,venta,,19.41575,-99.15619,1.0,,1.0,,,,3225000.0,viva_anuncios,POINT (-99.15619 19.41575),12692,0901500011110,09,015,0001,1110,Urbana,1009,467.0,146.0,58.0,83.0,7.0
departamento en venta  col roma,,15,depto,venta,,19.41342,-99.15773,1.0,,2.0,,,,2600000.0,viva_anuncios,POINT (-99.15773 19.41342),12692,0901500011110,09,015,0001,1110,Urbana,1010,244.0,12.0,63.0,56.0,6.0
departamento en venta col roma,,22,depto,venta,,19.41257,-99.15551,1.0,,3.0,98.0,,,4200000.0,viva_anuncios,POINT (-99.15551000000001 19.41257),12692,0901500011110,09,015,0001,1110,Urbana,1011,271.0,9.0,67.0,75.0,1.0
"departamento en venta, roma norte, cuauhtémoc",,28,depto,venta,,19.41624,-99.15743,1.0,,2.0,,,,3900000.0,viva_anuncios,POINT (-99.15743000000001 19.41624),12692,0901500011110,09,015,0001,1110,Urbana,1012,508.0,171.0,70.0,71.0,15.0
venta de departamento roma norte cuauhtemoc,,35,depto,venta,,19.41849,-99.15673,1.0,,1.0,,,,3395000.0,viva_anuncios,POINT (-99.15673 19.41849),12692,0901500011110,09,015,0001,1110,Urbana,1013,475.0,131.0,59.0,85.0,7.0
"venta de departamento en roma norte, cuauhtémoc con 2 recámaras, id: 56555",,36,depto,venta,,19.41239,-99.15623,2.0,,2.0,59.0,,,4290000.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1014,261.0,7.0,67.0,78.0,1.0
departamento en venta roma norte,,38,depto,venta,,19.41816,-99.15845,2.0,,2.0,,,,4500000.0,viva_anuncios,POINT (-99.15845 19.41816),12692,0901500011110,09,015,0001,1110,Urbana,1015,319.0,36.0,67.0,65.0,19.0
encantador depto 2 recs roma norte,,101,depto,venta,,19.41571,-99.15774,2.0,,2.0,,,,7500000.0,viva_anuncios,POINT (-99.15774 19.41571),12692,0901500011110,09,015,0001,1110,Urbana,1016,407.0,141.0,59.0,52.0,12.0
"unico roma - coahuila 28, roma norte | 1 hab 1e",,119,casa,venta,,19.41239,-99.15623,1.0,,1.0,41.0,,,3465935.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1017,261.0,7.0,67.0,78.0,1.0
"unico roma - coahuila 28, roma norte | 2 hab 1e",,126,casa,venta,,19.41239,-99.15623,1.0,,2.0,58.0,,,4244240.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1018,261.0,7.0,67.0,78.0,1.0
departamento en preventa en la roma,,129,depto,venta,,19.41247,-99.15622,2.0,,2.0,,,,3950000.0,viva_anuncios,POINT (-99.15622 19.41247),12692,0901500011110,09,015,0001,1110,Urbana,1019,268.0,7.0,69.0,79.0,1.0
departamento en venta roma norte,,138,depto,venta,,19.41828,-99.15572,1.0,,1.0,60.0,,,3595000.0,viva_anuncios,POINT (-99.15572 19.41828),12692,0901500011110,09,015,0001,1110,Urbana,1020,464.0,141.0,52.0,74.0,6.0
departamento en venta en roma norte,,140,depto,venta,,19.41363,-99.15733,2.0,,3.0,86.0,,,4495000.0,viva_anuncios,POINT (-99.15733 19.41363),12692,0901500011110,09,015,0001,1110,Urbana,1021,243.0,11.0,61.0,60.0,7.0
"10516 chihuahua, roma norte",,156,casa,venta,,19.41828,-99.15567,1.0,,2.0,65.0,,,3500000.0,viva_anuncios,POINT (-99.15567 19.41828),12692,0901500011110,09,015,0001,1110,Urbana,1022,433.0,119.0,53.0,75.0,6.0
"14157 querétaro, roma norte",,157,casa,venta,,19.41534,-99.15821,2.0,,2.0,30.0,,,3000000.0,viva_anuncios,POINT (-99.15821 19.41534),12692,0901500011110,09,015,0001,1110,Urbana,1023,327.0,112.0,65.0,50.0,13.0
"d1354 - coahuila, roma norte",,159,casa,venta,,19.41239,-99.15623,1.0,,1.0,41.0,,,3269750.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1024,261.0,7.0,67.0,78.0,1.0
"exclusiva pre-venta a unos metros de la zona de hospitales, col. roma norte.",,167,casa,venta,,19.41247,-99.15622,1.0,,1.0,41.0,,,3269750.0,viva_anuncios,POINT (-99.15622 19.41247),12692,0901500011110,09,015,0001,1110,Urbana,1025,268.0,7.0,69.0,79.0,1.0
"venta de departamento en roma norte, cuauhtémoc con 2 recámaras, id: 56560",,203,depto,venta,,19.41239,-99.15623,2.0,,2.0,132.0,,,6853000.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1026,261.0,7.0,67.0,78.0,1.0
"venta de departamento en roma norte, cuauhtémoc con 2 recámaras, id: 56558",,204,depto,venta,,19.41239,-99.15623,2.0,,2.0,76.0,,,5060000.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1027,261.0,7.0,67.0,78.0,1.0
"venta de departamento en roma norte, cuauhtémoc con 2 recámaras, id: 57072",,205,depto,venta,,19.4143,-99.15805,3.0,,2.0,202.0,,,8000000.0,viva_anuncios,POINT (-99.15805 19.4143),12692,0901500011110,09,015,0001,1110,Urbana,1028,274.0,45.0,68.0,59.0,11.0
venta departamento para estrenar en la colonia roma,,209,depto,venta,,19.41534,-99.15821,2.0,,2.0,,,,5463500.0,viva_anuncios,POINT (-99.15821 19.41534),12692,0901500011110,09,015,0001,1110,Urbana,1029,327.0,112.0,65.0,50.0,13.0
"venta ph ,zacatecas roma norte, cuauhtemoc",,214,depto,venta,,19.41624,-99.1573,3.0,,3.0,,,,14700000.0,viva_anuncios,POINT (-99.15730000000001 19.41624),12692,0901500011110,09,015,0001,1110,Urbana,1030,473.0,150.0,69.0,72.0,13.0
"venta de departamento en roma norte, cuauhtémoc con 2 recámaras, id: 56559",,218,depto,venta,,19.41239,-99.15623,2.0,,2.0,126.0,,,6600000.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1031,261.0,7.0,67.0,78.0,1.0
"venta de departamento en roma norte, cuauhtémoc con 2 recámaras, id: 56557",,220,depto,venta,,19.41239,-99.15623,2.0,,2.0,65.0,,,4378000.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1032,261.0,7.0,67.0,78.0,1.0
"venta de departamento en roma norte, cuauhtémoc con 2 recámaras, id: 56556",,228,depto,venta,,19.41239,-99.15623,2.0,,2.0,63.0,,,4389000.0,viva_anuncios,POINT (-99.15622999999999 19.41239),12692,0901500011110,09,015,0001,1110,Urbana,1033,261.0,7.0,67.0,78.0,1.0
"venta de departamento en roma norte, cuauhtémoc con 2 recámaras, id: 56425",,239,depto,venta,,19.4143,-99.15805,2.0,,2.0,97.0,,,5600000.0,viva_anuncios,POINT (-99.15805 19.4143),12692,0901500011110,09,015,0001,1110,Urbana,1034,274.0,45.0,68.0,59.0,11.0
"departamento en venta, roma norte , coahuila (602)",,244,depto,venta,,19.41783,-99.15438,2.0,,2.0,,,,7597110.0,viva_anuncios,POINT (-99.15438 19.41783),12692,0901500011110,09,015,0001,1110,Urbana,1035,352.0,48.0,29.0,74.0,6.0
"departamento en venta, roma norte, coahuila (303)",,245,depto,venta,,19.41783,-99.15438,2.0,,2.0,,,,4134720.0,viva_anuncios,POINT (-99.15438 19.41783),12692,0901500011110,09,015,0001,1110,Urbana,1036,352.0,48.0,29.0,74.0,6.0
departamento en venta con terraza o jardín coahuila roma norte cuauhtémoc cdmx,,249,depto,venta,,19.41247,-99.15622,2.0,,2.0,,,,6853000.0,viva_anuncios,POINT (-99.15622 19.41247),12692,0901500011110,09,015,0001,1110,Urbana,1037,268.0,7.0,69.0,79.0,1.0
"14005 frontera, roma norte",,253,casa,venta,,19.418,-99.15571,2.0,,2.0,103.0,,,6214800.0,viva_anuncios,POINT (-99.15571 19.418),12692,0901500011110,09,015,0001,1110,Urbana,1038,473.0,146.0,51.0,84.0,6.0
"14134 - querétaro, roma norte",,259,casa,venta,,19.41534,-99.15821,2.0,,2.0,77.0,,,5800000.0,viva_anuncios,POINT (-99.15821 19.41534),12692,0901500011110,09,015,0001,1110,Urbana,1039,327.0,112.0,65.0,50.0,13.0
"13944 frontera, roma norte",,262,casa,venta,,19.418,-99.15571,2.0,,2.0,83.0,,,4980000.0,viva_anuncios,POINT (-99.15571 19.418),12692,0901500011110,09,015,0001,1110,Urbana,1040,473.0,146.0,51.0,84.0,6.0
"12786 - frontera, roma norte",,263,casa,venta,,19.418,-99.15561,2.0,,2.0,80.0,,,5395000.0,viva_anuncios,POINT (-99.15561 19.418),12692,0901500011110,09,015,0001,1110,Urbana,1041,472.0,145.0,53.0,84.0,5.0
"12056 av. cuauhtémoc, roma norte",,273,casa,venta,,19.41713,-99.15454,2.0,,2.0,117.0,,,5200000.0,viva_anuncios,POINT (-99.15454 19.41713),12692,0901500011110,09,015,0001,1110,Urbana,1042,445.0,114.0,40.0,87.0,7.0
"12151 san luis potosí, roma norte",,274,casa,venta,,19.41458,-99.15668,3.0,,2.0,125.0,,,9300000.0,viva_anuncios,POINT (-99.15667999999999 19.41458),12692,0901500011110,09,015,0001,1110,Urbana,1043,439.0,133.0,59.0,71.0,7.0
"11402 frontera, roma norte",,275,casa,venta,,19.41704,-99.15546,1.0,,1.0,33.0,,,3950000.0,viva_anuncios,POINT (-99.15546000000001 19.41704),12692,0901500011110,09,015,0001,1110,Urbana,1044,482.0,146.0,52.0,91.0,7.0
"11201 querétaro, roma norte",,276,casa,venta,,19.416,-99.15497,2.0,,3.0,177.0,,,6500000.0,viva_anuncios,POINT (-99.15497000000001 19.416),12692,0901500011110,09,015,0001,1110,Urbana,1045,490.0,141.0,54.0,97.0,5.0
"10255 zacatecas, roma norte",,282,casa,venta,,19.41591,-99.15765,3.0,,3.0,284.0,,,14700000.0,viva_anuncios,POINT (-99.15765 19.41591),12692,0901500011110,09,015,0001,1110,Urbana,1046,406.0,141.0,58.0,54.0,11.0
"6559 chihuahua, roma norte",,296,casa,venta,,19.41858,-99.15489,1.0,,2.0,65.0,,,3500000.0,viva_anuncios,POINT (-99.15488999999999 19.41858),12692,0901500011110,09,015,0001,1110,Urbana,1047,271.0,24.0,36.0,56.0,6.0
"5602 cordoba, roma norte",,299,casa,venta,,19.4128,-99.15726,1.0,,1.0,50.0,,,3200000.0,viva_anuncios,POINT (-99.15725999999999 19.4128),12692,0901500011110,09,015,0001,1110,Urbana,1048,215.0,7.0,51.0,53.0,3.0
"5423 san luis potosí, roma norte",,301,casa,venta,,19.41459,-99.15666,3.0,,3.0,125.0,,,9300000.0,viva_anuncios,POINT (-99.15666 19.41459),12692,0901500011110,09,015,0001,1110,Urbana,1049,440.0,133.0,59.0,71.0,7.0
"5049 córdoba, roma norte",,304,casa,venta,,19.41476,-99.15782,2.0,,3.0,86.0,,,4495000.0,viva_anuncios,POINT (-99.15782 19.41476),12692,0901500011110,09,015,0001,1110,Urbana,1050,310.0,107.0,61.0,50.0,13.0
4855 zacatecas 3,,305,casa,venta,,19.41704,-99.15462,2.0,,1.0,70.0,,,4750000.0,viva_anuncios,POINT (-99.15461999999999 19.41704),12692,0901500011110,09,015,0001,1110,Urbana,1051,480.0,141.0,41.0,91.0,7.0
"d537 - córdoba, roma norte",,320,casa,venta,,19.41266,-99.15713,1.0,,1.0,58.0,,,5654405.0,viva_anuncios,POINT (-99.15713 19.41266),12692,0901500011110,09,015,0001,1110,Urbana,1052,237.0,8.0,55.0,62.0,3.0
"2949 - coahuila, roma norte",,322,casa,venta,,19.41266,-99.15781,2.0,,2.0,168.0,,,7900000.0,viva_anuncios,POINT (-99.15781 19.41266),12692,0901500011110,09,015,0001,1110,Urbana,1053,205.0,5.0,54.0,50.0,3.0
remato depto en la col roma cuauhtemoc,,361,depto,venta,,19.41821,-99.15546,1.0,,2.0,70.0,,,1470000.0,viva_anuncios,POINT (-99.15546000000001 19.41821),12692,0901500011110,09,015,0001,1110,Urbana,1054,432.0,119.0,54.0,76.0,5.0
"departamento en córdoba, roma norte cuauhtémoc",,362,depto,venta,,19.4128,-99.15726,1.0,,1.0,,,,3147772.0,viva_anuncios,POINT (-99.15725999999999 19.4128),12692,0901500011110,09,015,0001,1110,Urbana,1055,215.0,7.0,51.0,53.0,3.0
venta de departamento en la col roma norte cuauhtemoc cdmx,,394,depto,venta,,19.41479,-99.15771,2.0,,3.0,86.0,,,4495000.0,viva_anuncios,POINT (-99.15770999999999 19.41479),12692,0901500011110,09,015,0001,1110,Urbana,1056,351.0,126.0,63.0,52.0,12.0
departamento en venta calle frontera roma norte,,396,depto,venta,,19.41843,-99.15581,1.0,,1.0,,,,3595000.0,viva_anuncios,POINT (-99.15581 19.41843),12692,0901500011110,09,015,0001,1110,Urbana,1057,465.0,141.0,54.0,75.0,6.0
departamento 1 rec en venta calle  frontera  col roma norte alc cuauhtemoc cp 06700,,397,depto,venta,,19.41843,-99.15581,1.0,,1.0,58.0,,,3395000.0,viva_anuncios,POINT (-99.15581 19.41843),12692,0901500011110,09,015,0001,1110,Urbana,1058,465.0,141.0,54.0,75.0,6.0
nuevo hermoso y bonito departamento 1 recamara roma norte,,403,depto,venta,,19.4166,-99.15471,1.0,,1.0,,,,3950000.0,viva_anuncios,POINT (-99.15470999999999 19.4166),12692,0901500011110,09,015,0001,1110,Urbana,1059,488.0,140.0,49.0,96.0,7.0
departamento 3 recamaras en venta,,426,depto,venta,,19.41673,-99.15689,2.0,,3.0,,,,4900000.0,viva_anuncios,POINT (-99.15689 19.41673),12692,0901500011110,09,015,0001,1110,Urbana,1060,508.0,174.0,57.0,82.0,11.0
venta departamento duplex con roofgarden propio  roma norte,,432,depto,venta,,19.41845,-99.15754,2.0,,2.0,168.0,,,9450000.0,viva_anuncios,POINT (-99.15754 19.41845),12692,0901500011110,09,015,0001,1110,Urbana,1061,315.0,36.0,64.0,80.0,15.0
"departamento en venta, roma norte, coahuila (603-s)",,455,depto,venta,,19.41736,-99.15945,2.0,,2.0,,,,7264180.0,viva_anuncios,POINT (-99.15945000000001 19.41736),12692,0901500011110,09,015,0001,1110,Urbana,1062,332.0,41.0,76.0,65.0,22.0
"departamento en venta, roma norte, coahuila, (301-m)",,456,depto,venta,,19.41736,-99.15945,1.0,,1.0,,,,3465935.0,viva_anuncios,POINT (-99.15945000000001 19.41736),12692,0901500011110,09,015,0001,1110,Urbana,1063,332.0,41.0,76.0,65.0,22.0
preventa. hermosos departamentos para estrenar en roma norte,,457,depto,venta,,19.4134,-99.15668,2.0,,2.0,,,,6843000.0,viva_anuncios,POINT (-99.15667999999999 19.4134),12692,0901500011110,09,015,0001,1110,Urbana,1064,266.0,9.0,66.0,65.0,3.0
"rav10254, roma norte, departamento en venta",,471,depto,venta,,19.41615,-99.15756,2.0,,2.0,,,,4500000.0,viva_anuncios,POINT (-99.15756 19.41615),12692,0901500011110,09,015,0001,1110,Urbana,1065,446.0,150.0,64.0,59.0,14.0
"departamento en venta , roma norte, cordoba (502)",,482,depto,venta,,19.41736,-99.15945,2.0,,2.0,,,,5436000.0,viva_anuncios,POINT (-99.15945000000001 19.41736),12692,0901500011110,09,015,0001,1110,Urbana,1066,332.0,41.0,76.0,65.0,22.0
"departamento en venta, roma norte ,cordoba (101)",,483,depto,venta,,19.41736,-99.15945,1.0,,2.0,,,,4774000.0,viva_anuncios,POINT (-99.15945000000001 19.41736),12692,0901500011110,09,015,0001,1110,Urbana,1067,332.0,41.0,76.0,65.0,22.0
venta departamento roma norte,,517,depto,venta,,19.41645,-99.15816,2.0,,2.0,,,,4300000.0,viva_anuncios,POINT (-99.15816 19.41645),12692,0901500011110,09,015,0001,1110,Urbana,1068,447.0,161.0,70.0,60.0,12.0
"preventa depa 76m2, 2 recamara, 2 baños y 1 cajon de estacionamiento",,535,depto,venta,,19.41232,-99.15787,2.0,,2.0,,,,4980000.0,viva_anuncios,POINT (-99.15787 19.41232),12692,0901500011110,09,015,0001,1110,Urbana,1069,190.0,5.0,52.0,48.0,2.0
departamento 1 recamaras en venta,,536,depto,venta,,19.41692,-99.1546,1.0,,1.0,,,,4200000.0,viva_anuncios,POINT (-99.1546 19.41692),12692,0901500011110,09,015,0001,1110,Urbana,1070,492.0,141.0,45.0,93.0,7.0
departamento 1 recamaras en venta,,538,depto,venta,,19.41703,-99.15542,1.0,,1.0,,,,2700000.0,viva_anuncios,POINT (-99.15542000000001 19.41703),12692,0901500011110,09,015,0001,1110,Urbana,1071,482.0,146.0,52.0,91.0,7.0
venta de departamento,,559,depto,venta,,19.4143,-99.1581,2.0,,2.0,79.0,,,5400000.0,viva_anuncios,POINT (-99.1581 19.4143),12692,0901500011110,09,015,0001,1110,Urbana,1072,270.0,45.0,68.0,58.0,10.0
"departamento en venta, roma norte, guanajuato (202)",,592,depto,venta,,19.41736,-99.15945,3.0,,3.0,,,,9789570.0,viva_anuncios,POINT (-99.15945000000001 19.41736),12692,0901500011110,09,015,0001,1110,Urbana,1073,332.0,41.0,76.0,65.0,22.0
departamento 2 recamaras en venta,,604,depto,venta,,19.41435,-99.15808,2.0,,2.0,,,,4500000.0,viva_anuncios,POINT (-99.15808 19.41435),12692,0901500011110,09,015,0001,1110,Urbana,1074,273.0,45.0,66.0,59.0,11.0
venta de departamento en la roma,,605,depto,venta,,19.41601,-99.15644,1.0,,2.0,,,,2999990.0,viva_anuncios,POINT (-99.15644 19.41601),12692,0901500011110,09,015,0001,1110,Urbana,1075,466.0,146.0,60.0,79.0,11.0
bonito departamento en roma norte en remate,,615,depto,venta,,19.41821,-99.15546,2.0,,2.0,95.0,,,1382000.0,viva_anuncios,POINT (-99.15546000000001 19.41821),12692,0901500011110,09,015,0001,1110,Urbana,1076,432.0,119.0,54.0,76.0,5.0
remato departamento frente a pabellon cuauhtemoc,,616,depto,venta,,19.41262,-99.15546,1.0,,2.0,80.0,,,974000.0,viva_anuncios,POINT (-99.15546000000001 19.41262),12692,0901500011110,09,015,0001,1110,Urbana,1077,274.0,9.0,68.0,75.0,1.0
departamento en venta en la roma,,655,depto,venta,,19.41816,-99.15845,2.0,,3.0,,,,4495000.0,viva_anuncios,POINT (-99.15845 19.41816),12692,0901500011110,09,015,0001,1110,Urbana,1078,319.0,36.0,67.0,65.0,19.0
"departamento en venta, roma norte, guanajuato (101)",,659,depto,venta,,19.41736,-99.15945,3.0,,3.0,,,,10549350.0,viva_anuncios,POINT (-99.15945000000001 19.41736),12692,0901500011110,09,015,0001,1110,Urbana,1079,332.0,41.0,76.0,65.0,22.0
"departamento en venta, roma sur, coahuila (405)",,661,depto,venta,,19.41736,-99.15945,2.0,,2.0,,,,4419100.0,viva_anuncios,POINT (-99.15945000000001 19.41736),12692,0901500011110,09,015,0001,1110,Urbana,1080,332.0,41.0,76.0,65.0,22.0
"departamento en venta, roma sur, coahuila (601)",,662,depto,venta,,19.41736,-99.15945,2.0,,2.0,,,,8026360.0,viva_anuncios,POINT (-99.15945000000001 19.41736),12692,0901500011110,09,015,0001,1110,Urbana,1081,332.0,41.0,76.0,65.0,22.0
ph en venta  roma norte 3 recamaras,,669,depto,venta,,19.4162,-99.15729,3.0,,3.0,,,,12900000.0,viva_anuncios,POINT (-99.15729 19.4162),12692,0901500011110,09,015,0001,1110,Urbana,1082,464.0,150.0,65.0,71.0,13.0
frontera roma norte,,672,casa,venta,,19.41842,-99.15584,1.0,,1.0,,,,3395000.0,viva_anuncios,POINT (-99.15584 19.41842),12692,0901500011110,09,015,0001,1110,Urbana,1083,467.0,141.0,53.0,76.0,6.0
mérida roma norte,,690,casa,venta,,19.41673,-99.15696,2.0,,3.0,85.0,,,5500000.0,viva_anuncios,POINT (-99.15696 19.41673),12692,0901500011110,09,015,0001,1110,Urbana,1084,504.0,174.0,57.0,79.0,11.0
venta  departamento en colonia roma,,696,depto,venta,,19.41551,-99.1576,1.0,,2.0,,,,3150000.0,viva_anuncios,POINT (-99.1576 19.41551),12692,0901500011110,09,015,0001,1110,Urbana,1085,416.0,140.0,63.0,53.0,11.0
venta  departamento col. roma norte,,700,depto,venta,,19.41449,-99.1583,2.0,,2.0,,,,4650000.0,viva_anuncios,POINT (-99.1583 19.41449),12692,0901500011110,09,015,0001,1110,Urbana,1086,258.0,44.0,59.0,52.0,12.0
departamento roma norte,,704,depto,venta,,19.41575,-99.15619,1.0,,1.0,,,,4500000.0,viva_anuncios,POINT (-99.15619 19.41575),12692,0901500011110,09,015,0001,1110,Urbana,1087,467.0,146.0,58.0,83.0,7.0
departamento roma norte en preventa,,707,depto,venta,,19.41575,-99.15619,1.0,,1.0,,,,3350000.0,viva_anuncios,POINT (-99.15619 19.41575),12692,0901500011110,09,015,0001,1110,Urbana,1088,467.0,146.0,58.0,83.0,7.0
bonito departamento en excelente ubicación,,714,depto,venta,,19.41494,-99.15777,2.0,,2.0,,,,4390000.0,viva_anuncios,POINT (-99.15777 19.41494),12692,0901500011110,09,015,0001,1110,Urbana,1089,364.0,129.0,65.0,53.0,12.0
departamento en venta en roma norte,,727,depto,venta,,19.4128,-99.15727,1.0,,1.0,,,,3200000.0,viva_anuncios,POINT (-99.15727 19.4128),12692,0901500011110,09,015,0001,1110,Urbana,1090,213.0,6.0,51.0,53.0,3.0
"departamento en venta, col. roma",,780,depto,venta,,19.4128,-99.15726,1.0,,2.0,,,,4800000.0,viva_anuncios,POINT (-99.15725999999999 19.4128),12692,0901500011110,09,015,0001,1110,Urbana,1091,215.0,7.0,51.0,53.0,3.0
"venta departamento roma $4,550,000",,784,depto,venta,,19.41783,-99.15438,2.0,,2.0,,,,4550000.0,viva_anuncios,POINT (-99.15438 19.41783),12692,0901500011110,09,015,0001,1110,Urbana,1092,352.0,48.0,29.0,74.0,6.0
"queretaro, col. roma norte. 77m2, para estrenar, finos acabados",,789,casa,venta,,19.41534,-99.15821,2.0,,2.0,,,,5400000.0,viva_anuncios,POINT (-99.15821 19.41534),12692,0901500011110,09,015,0001,1110,Urbana,1093,327.0,112.0,65.0,50.0,13.0
departamento en venta en roma norte,,799,depto,venta,,19.41816,-99.15861,3.0,,2.0,,,,4206000.0,viva_anuncios,POINT (-99.15861 19.41816),12692,0901500011110,09,015,0001,1110,Urbana,1094,324.0,36.0,70.0,68.0,19.0
departamento en venta en roma norte,,800,depto,venta,,19.41704,-99.15462,2.0,,1.0,,,,4750000.0,viva_anuncios,POINT (-99.15461999999999 19.41704),12692,0901500011110,09,015,0001,1110,Urbana,1095,480.0,141.0,41.0,91.0,7.0
departamento en venta en roma norte,,802,depto,venta,,19.41754,-99.15813,1.0,,2.0,,,,3240000.0,viva_anuncios,POINT (-99.15813 19.41754),12692,0901500011110,09,015,0001,1110,Urbana,1096,455.0,151.0,65.0,68.0,18.0
departamento en venta en roma norte,,803,depto,venta,,19.41821,-99.15546,1.0,,2.0,,,,599000.0,viva_anuncios,POINT (-99.15546000000001 19.41821),12692,0901500011110,09,015,0001,1110,Urbana,1097,432.0,119.0,54.0,76.0,5.0
departamento en venta en roma norte,,814,depto,venta,,19.41736,-99.15945,4.0,,3.0,,,,12600000.0,viva_anuncios,POINT (-99.15945000000001 19.41736),12692,0901500011110,09,015,0001,1110,Urbana,1098,332.0,41.0,76.0,65.0,22.0
pre-venta departamentos roma norte,,827,depto,venta,,19.41575,-99.15619,1.0,,1.0,,,,3800000.0,viva_anuncios,POINT (-99.15619 19.41575),12692,0901500011110,09,015,0001,1110,Urbana,1099,467.0,146.0,58.0,83.0,7.0
venta de pent house con roof garden privado colonia roma,,843,depto,venta,,19.4143,-99.15805,3.0,,3.0,202.0,,,8000000.0,viva_anuncios,POINT (-99.15805 19.4143),12692,0901500011110,09,015,0001,1110,Urbana,1100,274.0,45.0,68.0,59.0,11.0
"Departamento En Venta En Roma Norte, Cuauhtémoc","Chihuahua, Roma Norte, Cuauhtémoc, Distrito Federal",8,depto,venta,43.0,19.416335,-99.1648546,1.0,,2.0,70.0,70.0,0.0,2800000.0,metros_cubicos,POINT (-99.1648546 19.416335),12698,0901500011106,09,015,0001,1106,Urbana,1101,353.0,23.0,58.0,74.0,8.0
Venta Departamento Remodelado Roma Norte Baja De Precio!!,"Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",14,depto,venta,54.0,19.4168211,-99.1596475,1.0,,2.0,68.0,68.0,60.0,2750000.0,metros_cubicos,POINT (-99.15964750000001 19.4168211),12698,0901500011106,09,015,0001,1106,Urbana,1102,327.0,43.0,84.0,61.0,18.0
"2799 Guanajuato, Roma Norte","Guanajuato, Roma Norte, Cuauhtémoc, Distrito Federal",19,depto,venta,,19.415931,-99.164594,3.0,1.0,2.0,100.0,100.0,0.0,6000000.0,metros_cubicos,POINT (-99.16459399999999 19.415931),12698,0901500011106,09,015,0001,1106,Urbana,1103,423.0,24.0,89.0,88.0,8.0
Departamento En Venta Calle Tonalá 122 Colonia Roma,"Tonala 122, Roma Norte, Cuauhtémoc, Distrito Federal",23,depto,venta,1.0,19.41597,-99.1619833,1.0,1.0,3.0,67.0,81.0,25.0,2800000.0,metros_cubicos,POINT (-99.1619833 19.41597),12698,0901500011106,09,015,0001,1106,Urbana,1104,533.0,222.0,75.0,71.0,13.0
En Venta Penthouse En Roma Norte,"Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",83,depto,venta,29.0,19.4155552,-99.1615919,2.0,2.0,3.0,270.0,100.0,2.0,13500000.0,metros_cubicos,POINT (-99.1615919 19.4155552),12698,0901500011106,09,015,0001,1106,Urbana,1105,527.0,221.0,76.0,68.0,14.0
En Venta Garden House En Roma Norte,"Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",86,depto,venta,28.0,19.4155552,-99.1615919,2.0,2.0,2.0,180.0,160.0,2.0,8900000.0,metros_cubicos,POINT (-99.1615919 19.4155552),12698,0901500011106,09,015,0001,1106,Urbana,1106,527.0,221.0,76.0,68.0,14.0
En Venta Garden House En Roma Norte,"Zacatecas 157, Roma Norte, Ciudad De México, Cdmx, México, Roma Norte, Cuauhtémoc, Distrito Federal",88,depto,venta,29.0,19.4155552,-99.1615919,3.0,2.0,3.0,195.0,170.0,0.0,11000000.0,metros_cubicos,POINT (-99.1615919 19.4155552),12698,0901500011106,09,015,0001,1106,Urbana,1107,527.0,221.0,76.0,68.0,14.0
